PyScript, Energy (Joule)
plot_segmentation_toy.py,17.72434475982533
plot_lasso_and_elasticnet.py,8.217398390804599
bench_plot_lasso_path_140.py,162.29576931878307
plot_out_of_core_classification.py,222.4827391594477
bench_plot_lasso_path_134.py,127.79851819379846
bench_tree_n1_1_n2_1.py,20.859904016913315
plot_roc_crossval.py,9.849415096618356
plot_successive_halving_heatmap.py,103.82938884851029
plot_learning_curve.py,57.9657881030445
bench_random_projections.py,183.0795497326203
plot_classification_probability.py,250.64781645846904
plot_release_highlights_0_23_0.py,23.429959098159507
bench_plot_lasso_path_35.py,51.663454279411766
bench_tree_n1_2_n2_12.py,78.18067510927153
bench_tree_n1_3_n2_4.py,67.92128035060013
bench_plot_lasso_path_74.py,85.33088979141104
bench_tree_n1_2_n2_9.py,66.60363565441651
bench_plot_lasso_path_133.py,122.67217114832536
bench_tree_n1_6_n2_8.py,217.83156297598126
bench_plot_lasso_path_17.py,42.48057286338798
plot_partial_dependence.py,11787.766056405557
bench_plot_lasso_path_145.py,179.38166366586248
bench_plot_lasso_path_59.py,44.43063481443299
bench_tree_n1_1_n2_6.py,31.151091223118275
bench_plot_lasso_path_33.py,47.56700630050505
bench_plot_lasso_path_57.py,38.98486560655738
plot_ols.py,8.135344212290502
plot_sgd_separating_hyperplane.py,8.15341987709497
plot_classification.py,32.63050519850187
bench_plot_lasso_path_29.py,47.05234561306533
bench_tree_n1_6_n2_3.py,184.2411447708096
plot_gmm_selection.py,12.643511160000001
plot_kmeans_digits.py,27.2730253625
bench_tree_n1_1_n2_7.py,37.95147570267261
plot_concentration_prior.py,110.40364642335766
bench_tree_n1_7_n2_2.py,259.0923375924055
plot_iris_svc.py,14.821762788990826
bench_plot_lasso_path_66.py,68.88280784482758
bench_plot_lasso_path_30.py,47.987439326633165
plot_mini_batch_kmeans.py,10.207564845454547
bench_plot_lasso_path_113.py,49.022709528535984
bench_plot_lasso_path_153.py,243.23619214929857
bench_plot_lasso_path_132.py,119.52838369648562
plot_document_classification_20newsgroups.py,52.35104213236627
bench_plot_lasso_path_103.py,235.56770681379308
bench_plot_lasso_path_5.py,36.02656425210083
plot_topics_extraction_with_nmf_lda.py,97.26297307692309
plot_bayesian_ridge_curvefit.py,11.319807540983605
plot_lle_digits.py,1405.6703218306352
plot_sparse_logistic_regression_20newsgroups.py,172.48862564017185
bench_tree_n1_4_n2_9.py,117.71365301518438
plot_robust_vs_empirical_covariance.py,35.990089785276076
plot_discretization_classification.py,269.2562049359702
plot_compare_methods.py,96.55214311467445
bench_plot_lasso_path_137.py,144.3442983822715
plot_regression.py,8.991234600000002
bench_tree_n1_5_n2_4.py,146.28620245998815
plot_mlp_training_curves.py,55.50971575235109
bench_plot_lasso_path_130.py,108.78086046539792
plot_roc.py,9.441040965000001
plot_cost_complexity_pruning.py,10.658958343612333
plot_gpr_prior_posterior.py,15.843591203773583
bench_plot_lasso_path_72.py,83.30452440643865
plot_weighted_samples.py,14.268955473186121
plot_self_training_varying_threshold.py,67.53151014492754
bench_plot_lasso_path_106.py,38.5618328630137
bench_plot_lasso_path_152.py,249.59974538151425
plot_lda_qda.py,10.02653414141414
bench_tree_n1_2_n2_11.py,79.17583741588527
bench_plot_lasso_path_95.py,215.10353437336244
plot_tree_regression.py,8.216450924855492
bench_plot_lasso_path_16.py,42.21533904
plot_lof_novelty_detection.py,14.882395868338557
bench_tree_n1_5_n2_7.py,149.47240495249065
bench_tree_n1_2_n2_1.py,38.68033206349206
bench_plot_lasso_path_142.py,174.09309461282368
bench_plot_hierarchical.py,3890.987652060794
bench_tree_n1_4_n2_4.py,96.86541756399671
get-power.sh,0.14019579999999998
plot_adaboost_regression.py,11.111071431906614
bench_plot_lasso_path_2.py,32.44343674486804
bench_plot_lasso_path_71.py,80.39534269311065
plot_logistic_path.py,8.307799407407407
plot_sgd_iris.py,7.990205554285714
plot_t_sne_perplexity.py,219.67203993480342
plot_tweedie_regression_insurance_claims.py,289.6520714739599
plot_classifier_comparison.py,68.17720367845659
bench_plot_lasso_path_138.py,140.00912107648725
bench_plot_lasso_path_87.py,164.11120570430106
plot_oneclass.py,11.600790409090909
plot_tree_regression_multioutput.py,7.91703124137931
bench_plot_lasso_path_50.py,55.45214155610972
plot_optics.py,19.33596878995434
plot_missing_values.py,173.46136897170513
plot_gpc_xor.py,109.08796036347826
plot_ica_vs_pca.py,9.161190466321242
bench_plot_lasso_path_112.py,44.9327619475
bench_plot_lasso_path_102.py,251.89823386341058
plot_gpc_isoprobability.py,11.439662953586499
grid_search_text_feature_extraction.py,228.17281053304902
plot_ransac.py,8.12586658659218
plot_ensemble_oob.py,165.01151473296935
bench_tree_n1_1_n2_14.py,76.40268434697218
bench_hist_gradient_boosting.py,103.04385903353491
bench_tree_n1_1_n2_3.py,25.10427807394958
bench_plot_lasso_path_44.py,52.24242352682926
plot_lasso_coordinate_descent_path.py,9.549732019230769
bench_plot_lasso_path_41.py,50.821233224691355
plot_feature_union.py,9.608801615023475
plot_linkage_comparison.py,26.29713214285714
bench_plot_lasso_path_83.py,135.70421637209301
bench_plot_lasso_path_79.py,120.69648006600661
plot_kmeans_silhouette_analysis.py,15.184527091525425
bench_tree_n1_4_n2_5.py,108.69998286949807
plot_spectral_coclustering.py,15.093375132743363
bench_tree_n1_1_n2_15.py,83.03038281928934
plot_grid_search_digits.py,48.32417320627803
plot_iris_dtc.py,14.645721647975076
bench_plot_lasso_path_75.py,91.3075037928287
plot_document_clustering.py,16.43975006460674
bench_tree_n1_2_n2_8.py,58.221089032870715
bench_tree_n1_10_n2_3.py,488.194589673655
plot_kmeans_stability_low_dim_dense.py,55.31321764285715
plot_gradient_boosting_regularization.py,202.36415401714407
plot_svm_kernels.py,9.091996381909548
bench_isolation_forest.py,1056.3991282854727
bench_plot_lasso_path_84.py,144.557681944
bench_tree_n1_8_n2_10.py,366.57559486241377
plot_validation_curve.py,156.28216440969663
plot_rfe_with_cross_validation.py,26.25383042372881
bench_plot_lasso_path_97.py,210.2801993766234
bench_plot_lasso_path_135.py,135.9311981157895
bench_plot_lasso_path_111.py,44.1885067539267
plot_lasso_model_selection.py,12.847265471794874
energy_parser.py,0.18405279999999996
plot_digits_classification_exercise.py,10.174786206896552
plot_sgd_comparison.py,167.48030877068152
bench_tree_n1_9_n2_10.py,414.2673332777778
bench_plot_lasso_path_53.py,35.15042750716333
plot_display_object_visualization.py,21.266414354430378
plot_theilsen.py,14.374501926605504
README.md,0.152088
plot_agglomerative_dendrogram.py,9.431430302439024
plot_release_highlights_0_24_0.py,155.2875845437788
bench_tree_n1_1_n2_5.py,28.550244613050076
plot_feature_agglomeration_vs_univariate_selection.py,8.417717457142857
bench_tree_n1_1_n2_13.py,69.26927961444308
bench_tree_n1_2_n2_7.py,50.50551563392108
bench_tree_n1_2_n2_10.py,67.21710188142042
plot_rbm_logistic_classification.py,107.33253305581395
plot_gpr_noisy_targets.py,11.066069821782179
bench_plot_lasso_path_102.py,76184.62119607635
plot_svm_anova.py,10.59135086530612
plot_face_compress.py,27.616509284369116
bench_plot_lasso_path_91.py,186.99702827474974
bench_plot_lasso_path_109.py,39.01445393424658
plot_adaboost_twoclass.py,35.574670000000005
plot_image_denoising.py,377.98427198446507
measure_time_energy.py,0.18331559999999997
bench_tree_n1_4_n2_6.py,106.57359222893915
plot_transformed_target.py,27.691388735294115
plot_gradient_boosting_oob.py,47.07057223318386
plot_poisson_regression_non_normal_loss.py,509.8967326651899
plot_gmm_sin.py,12.98978574725275
bench_plot_lasso_path_20.py,43.181564869565214
bench_tree_n1_3_n2_9.py,82.30846494404518
bench_plot_lasso_path_81.py,120.23956140192925
plot_randomized_search.py,1795.8646772226443
plot_digits_linkage.py,771.8489709298821
bench_plot_lasso_path_39.py,53.975832814814815
plot_affinity_propagation.py,12.130309428571426
bench_tree_n1_7_n2_8.py,252.6294360362173
plot_gmm.py,10.245798535211268
plot_covariance_estimation.py,127.6963958015625
plot_robust_fit.py,31.354923005405404
bench_tree_n1_4_n2_7.py,104.34110898736242
bench_tree_n1_2_n2_3.py,42.17134516174975
bench_plot_lasso_path_78.py,113.92131444974447
bench_plot_lasso_path_46.py,53.93240046456693
plot_digits_pipe.py,2486.8904168338167
plot_digits_last_image.py,8.606028812154698
bench_plot_lasso_path_7.py,36.395121195467425
plot_lof_outlier_detection.py,8.083055485380118
bench_plot_lasso_path_48.py,55.93255895939087
plot_feature_selection.py,9.027911906735751
bench_plot_lasso_path_146.py,196.51093713131314
bench_tree_n1_5_n2_5.py,143.50885868922157
bench_tree_n1_1_n2_9.py,44.79172090434783
bench_tree_n1_4_n2_2.py,97.12594907079648
bench_plot_lasso_path_45.py,54.6624493125
plot_svm_regression.py,11.861926407692309
plot_sgd_weighted_samples.py,8.398662329479768
plot_huber_vs_ridge.py,8.561333307692308
plot_feature_transformation.py,40.08536493552169
plot_discretization_strategies.py,14.726991442307694
bench_sparsify.py,86.43131586681974
plot_bicluster_newsgroups.py,117.1968019903089
bench_plot_lasso_path_89.py,180.3819329144317
plot_calibration.py,9.934238828571429
bench_lasso.py,78.89223187996032
plot_inductive_clustering.py,23.823933017751475
bench_tree_n1_5_n2_3.py,143.2226374737783
bench_plot_lasso_path_105.py,35.26008049861496
plot_sparse_coding.py,10.036573284974093
plot_adaboost_multiclass.py,125.16712110094969
bench_plot_lasso_path.py,811.2970664448229
plot_ols_3d.py,10.311500100000002
plot_digits_pipe.py,5062.0428745474865
plot_digits_last_image.py,21.404149519788916
bench_plot_lasso_path_7.py,93.62947087837837
plot_lof_outlier_detection.py,20.24487736694678
bench_plot_lasso_path_48.py,145.41677613166488
plot_feature_selection.py,22.993451562801933
bench_plot_lasso_path_146.py,479.7527475098535
bench_tree_n1_5_n2_5.py,384.0625590726578
bench_tree_n1_1_n2_9.py,111.79989780738286
bench_tree_n1_4_n2_2.py,233.92139498679794
bench_plot_lasso_path_45.py,138.45068944827588
plot_svm_regression.py,34.50819700940439
plot_sgd_weighted_samples.py,20.55364632853026
plot_huber_vs_ridge.py,21.366292021276596
plot_feature_transformation.py,98.68209274158586
plot_discretization_strategies.py,38.09859076128093
bench_sparsify.py,208.12503355869748
plot_bicluster_newsgroups.py,280.94433910898607
bench_plot_lasso_path_89.py,430.3928490717489
plot_calibration.py,24.549234782608696
bench_lasso.py,194.32756170324427
plot_inductive_clustering.py,59.002344326609034
bench_tree_n1_5_n2_3.py,370.8016708866168
bench_plot_lasso_path_105.py,90.69718186567164
plot_sparse_coding.py,26.089254452380953
plot_adaboost_multiclass.py,310.05448470790975
bench_plot_lasso_path.py,1925.4377759780728
plot_ols_3d.py,25.379644170616118
plot_digits_pipe.py,7672.965502778552
plot_digits_last_image.py,35.59513233116883
bench_plot_lasso_path_7.py,168.34121578285715
plot_lof_outlier_detection.py,33.3490630724299
bench_plot_lasso_path_48.py,319.23820729241885
plot_feature_selection.py,36.87761136631579
bench_plot_lasso_path_146.py,978.7152937271816
bench_tree_n1_5_n2_5.py,608.9096041285956
bench_tree_n1_1_n2_9.py,195.22887417361636
bench_tree_n1_4_n2_2.py,378.90178254799304
bench_plot_lasso_path_45.py,276.54469631309036
plot_svm_regression.py,64.36707049228943
plot_sgd_weighted_samples.py,33.581762980582525
plot_huber_vs_ridge.py,35.569159531590415
plot_feature_transformation.py,162.04321490874162
plot_discretization_strategies.py,62.80892229800499
bench_sparsify.py,337.9634344633374
plot_bicluster_newsgroups.py,464.5821183567568
bench_plot_lasso_path_89.py,770.3019292969354
plot_calibration.py,40.75658801136364
bench_lasso.py,325.75121534870993
plot_inductive_clustering.py,99.03862172292993
bench_tree_n1_5_n2_3.py,610.4992263820551
bench_plot_lasso_path_105.py,185.0032280586207
plot_sparse_coding.py,43.17959928143713
plot_adaboost_multiclass.py,493.8204086865128
bench_plot_lasso_path.py,4070.6126692709113
plot_ols_3d.py,42.33669465753425
plot_digits_pipe.py,10476.61158724022
plot_digits_last_image.py,48.80884313168724
bench_plot_lasso_path_7.py,336.27894996069085
plot_lof_outlier_detection.py,46.56992265665236
bench_plot_lasso_path_48.py,697.5306810831233
plot_feature_selection.py,51.41949183463035
plot_digits_pipe.py,27710.701240766917
plot_kde_1d.py,10.124466355932205
bench_plot_lasso_path_1.py,31.9811274251497
plot_column_transformer_mixed_types.py,31.333594114525145
bench_plot_lasso_path_4.py,34.049463179487184
bench_sample_without_replacement.py,151.8151799590506
plot_kde_1d.py,10.33115605462185
bench_plot_lasso_path_1.py,34.37915604481793
plot_column_transformer_mixed_types.py,31.77261099310345
bench_tree_n1_5_n2_9.py,167.250830754717
plot_train_error_vs_test_error.py,46.63176577705978
plot_kernel_pca.py,15.155477683018868
bench_plot_lasso_path_123.py,78.9256063503055
bench_plot_lasso_path_155.py,253.1970164685714
bench_tree_n1_7_n2_10.py,262.464524455901
plot_separating_hyperplane_unbalanced.py,8.368214809782609
bench_plot_lasso_path_131.py,110.27266747870529
plot_coin_segmentation.py,161.46254583696899
bench_plot_lasso_path_49.py,56.188202358396
plot_label_propagation_digits.py,10.816502506550218
bench_plot_lasso_path_124.py,84.24674420758483
bench_plot_lasso_path_21.py,43.64681096533334
bench_feature_expansions.py,14.113977027027026
bench_plot_lasso_path_22.py,43.318579642276426
plot_unveil_tree_structure.py,8.849887481865284
plot_kernel_approximation.py,36.4226745026178
plot_feature_selection_pipeline.py,5.914681343999999
plot_roc_curve_visualization_api.py,8.572838043010753
plot_iris_logistic.py,8.422857944751382
bench_plot_lasso_path_108.py,40.20227645092838
plot_all_scaling.py,65.94449975198413
bench_tree_n1_2_n2_13.py,84.1969096678517
bench_plot_lasso_path_90.py,190.46263442105266
plot_svm_margin.py,8.341929168539327
plot_logistic.py,8.660015131147542
bench_plot_lasso_path_151.py,241.51710263333334
bench_plot_lasso_path_99.py,217.2785038410596
bench_plot_lasso_path_47.py,55.73837613098237
bench_plot_lasso_path_143.py,173.26666416728168
plot_logistic_multinomial.py,9.6397945
plot_svm_scale_c.py,232.24970048279954
bench_plot_lasso_path_147.py,198.39697965780346
bench_plot_lasso_path_73.py,90.58044289134808
plot_successive_halving_iterations.py,114.2705308509485
prof_time.txt,0.145464
bench_tree_n1_3_n2_10.py,91.94412340892193
bench_plot_lasso_path_126.py,88.12836646938776
plot_incremental_pca.py,8.829775185185184
plot_forest_iris.py,68.31106663043478
bench_plot_lasso_path_19.py,41.87330929014085
plot_sparse_cov.py,58.14472981074169
plot_ridge_coeffs.py,10.079842347417841
bench_sgd_regression.py,75.83905157933972
bench_plot_parallel_pairwise.py,74.91564548356807
plot_forest_importances.py,21.80827441647597
module-power-input.txt,0.1446636
bench_tree_n1_6_n2_7.py,216.12020335483226
bench_plot_lasso_path_129.py,101.48001639664805
bench_plot_lasso_path_12.py,38.99903498333333
plot_semi_supervised_versus_svm_iris.py,26.98030465090909
bench_plot_lasso_path_32.py,49.43428053886011
plot_birch_vs_minibatchkmeans.py,149.3485551542095
plot_face_recognition.py,1589.9587225473165
bench_plot_lasso_path_52.py,58.265764967088614
plot_compare_gpr_krr.py,76.72879132876712
bench_plot_lasso_path_14.py,40.654513199460915
bench_tree_n1_2_n2_4.py,42.338222373831776
bench_tree_n1_3_n2_3.py,65.57714560079576
plot_discretization.py,9.617971055
plot_faces_decomposition.py,979.0981109802487
plot_ward_structured_vs_unstructured.py,10.763650557077625
bench_plot_lasso_path_58.py,41.333997986072426
bench_plot_lasso_path_65.py,62.20365048275861
bench_plot_lasso_path_25.py,49.43227090076336
plot_digits_kde_sampling.py,72.22438379768042
plot_kmeans_assumptions.py,11.814461689655172
plot_pca_vs_fa_model_selection.py,2006.8895161821229
